"","TICKER_LIST","last_trade_price"
"1168","FCA","26.9127"
"1169","FCF","15.81"
"1170","FCG","19.01"
"1171","FCN","144.43"
"1172","FCO","8.39"
"1173","FCT","12.19"
"1174","FCX","37.04"
"1175","FDD","14.49"
"1176","FDG","89.1666"
"1177","FDL","34.27"
"1178","FDM","65.701"
"1179","FDN","247.89"
"1180","FDP","29.72"
"1181","FDS","446.9"
"1182","FDT","62.46"
"1183","FDX","242.77"
"1184","FEI","7.76"
"1185","FEM","25.91"
"1186","FEN","14.54"
"1187","FEO","14.02"
"1188","FEP","44.0597"
"1189","FET","22.34"
"1190","FEX","91.88"
"1191","FEZ","49"
"1192","FFA","21.41"
"1193","FFC","22.5828"
"1194","FFR","53.8398"
"1195","FGB","4.24"
"1196","FGD","25.83"
"1197","FGF","4.29"
"1198","FGM","56.48"
"1199","FHB","28.73"
"1200","FHI","34.61"
"1201","FHN","17.32"
"1202","FHS","2.8"
"1203","FID","18"
"1204","FIF","13.62"
"1205","FIS","113.66"
"1206","FIV","9.71"
"1207","FIW","92.93"
"1208","FIX","99.02"
"1209","FJP","52.34"
"1210","FKU","43.19"
"1211","FLC","23.9501"
"1212","FLL","10.48"
"1213","FLM","56.385"
"1214","FLN","17.325"
"1215","FLO","25.24"
"1216","FLR","23.09"
"1217","FLS","34.45"
"1218","FLT","244.76"
"1219","FLV","61.6986"
"1220","FMB","56.82"
"1221","FMC","106.63"
"1222","FMF","48.0441"
"1223","FMN","14.91"
"1224","FMO","11.84"
"1225","FMS","35.49"
"1226","FMX","81.36"
"1227","FMY","13.44"
"1228","FNA","23.95"
"1229","FNB","12.45"
"1230","FND","133.29"
"1231","FNF","49.83"
"1232","FNI","53.9331"
"1233","FNK","47.86"
"1234","FNV","142.99"
"1235","FNX","106.98"
"1236","FNY","79.32"
"1237","FOA","5.19"
"1238","FOE","21.43"
"1239","FOF","14.34"
"1240","FOR","21.4"
"1241","FOX","38.61"
"1242","FPA","32.14"
"1243","FPE","20.55"
"1244","FPF","25.25"
"1245","FPH","7.37"
"1246","FPI","12.39"
"1247","FPL","5.78"
"1248","FPX","133.79"
"1249","FRA","13.67"
"1250","FRC","219.05"
"1251","FRD","13.25"
"1252","FRG","44.99"
"1253","FRI","30.9535"
"1254","FRO","8.62"
"1255","FRT","132.56"
"1256","FRW","9.77"
"1257","FSD","15.81"
"1258","FSI","3.57"
"1259","FSK","21.7"
"1260","FSM","5.09"
"1261","FSP","4.86"
"1262","FSR","19.01"
"1263","FSS","46.3"
"1264","FST","12.65"
"1265","FSV","195.9"
"1266","FSZ","70.37"
"1267","FTA","68.39"
"1268","FTC","121.86"
"1269","FTF","9.07"
"1270","FTI","7.41"
"1271","FTK","1.15"
"1272","FTS","45.07"
"1273","FTV","78.71"
"1274","FUE","9.7198"
"1275","FUL","74.43"
"1276","FUN","49.51"
"1277","FUT","40.7604"
"1278","FUV","12.07"
"1279","FVC","38.89"
"1280","FVD","41.75"
"1281","FVE","4.09"
"1282","FVT","9.79"
"1283","FWP","6.67"
"1284","FXA","73.4941"
"1285","FXB","129.8851"
"1286","FXC","78.81"
"1287","FXD","64.42"
"1288","FXE","107.69"
"1289","FXF","98.91"
"1290","FXG","59.3"
"1291","FXH","120.1506"
"1292","FXI","39.34"
"1293","FXL","136.05"
"1294","FXN","12.89"
"1295","FXO","48.12"
"1296","FXP","36.88"
"1297","FXR","62.24"
"1298","FXU","30.91"
"1299","FXY","82.9"
"1300","FXZ","61.95"
"1301","FYC","80.09"
"1302","FYT","54.18"
"1303","FYX","100.92"
"1304","FZT","9.77"
"1305","GAA","32.3678"
"1306","GAB","7.06"
"1307","GAL","47.815"
"1308","GAM","46.4145"
"1309","GAN","14.76"
"1310","GAU","0.815"
"1311","GAZ","29.05"
"1312","GBF","122.7843"
"1313","GBL","27.19"
"1314","GBR","3.91"
"1315","GBS","2.12"
"1316","GBT","35.35"
"1317","GBX","44.39"
"1318","GCC","20.93"
"1319","GCI","5.74"
"1320","GCO","70.46"
"1321","GCP","21.77"
"1322","GCV","6.65"
"1323","GDL","9.03"
"1324","GDO","17.88"
"1325","GDP","21.5"
"1326","GDS","58.3"
"1327","GDV","27.37"
"1328","GDX","32.75"
"1329","GEF","68.25"
"1330","GEG","1.89"
"1331","GEL","11.5"
"1332","GEM","37.24"
"1333","GEO","9.56"
"1334","GER","11.36"
"1335","GES","22.94"
"1336","GET","1.7"
"1337","GFF","27.88"
"1338","GFI","9.33"
"1339","GFL","39.57"
"1340","GFS","63.63"
"1341","GFX","9.79"
"1342","GGB","4.43"
"1343","GGG","77.89"
"1344","GGN","3.92"
"1345","GGT","9.22"
"1346","GGZ","16.71"
"1347","GHC","607.52"
"1348","GHG","8.54"
"1349","GHL","17.84"
"1350","GHM","13.73"
"1351","GHY","15.62"
"1352","GIA","9.91"
"1353","GIB","91.28"
"1354","GIC","42.19"
"1355","GIG","9.95"
"1356","GII","55.68"
"1357","GIL","40.37"
"1358","GIM","5.42"
"1359","GIS","62.65"
"1360","GIW","9.9"
"1361","GJH","10.85"
"1362","GJO","23.85"
"1363","GJP","24.4"
"1364","GJR","24"
"1365","GJS","21.59"
"1366","GJT","20.81"
"1367","GLD","169.84"
"1368","GLG","0.679"
"1369","GLL","32.27"
"1370","GLO","12.8915"
"1371","GLP","22.74"
"1372","GLQ","15.7"
"1373","GLT","17.9"
"1374","GLU","20.65"
"1375","GLV","11.48"
"1376","GLW","38.34"
"1377","GME","213.25"
"1378","GMF","126.34"
"1379","GMS","57.96"
"1380","GNE","5.52"
"1381","GNK","15.81"
"1382","GNL","16.12"
"1383","GNR","54.03"
"1384","GNT","5.39"
"1385","GNW","4.37"
"1386","GOF","19.2"
"1387","GOL","6.65"
"1388","GPC","136.36"
"1389","GPI","197"
"1390","GPK","20.54"
"1391","GPL","0.395"
"1392","GPN","136.75"
"1393","GPP","14.74"
"1394","GPS","24.89"
"1395","GRC","46.46"
"1396","GRF","9.7226"
"1397","GRN","23.53"
"1398","GRU","4.4448"
"1399","GRX","13.53"
"1400","GSG","17.63"
"1401","GSK","43.49"
"1402","GSL","23.04"
"1403","GSM","6.9"
"1404","GSP","17.2494"
"1405","GSS","3.71"
"1406","GSV","0.484"
"1407","GSY","50.41"
"1408","GTE","0.8658"
"1409","GTH","14.23"
"1410","GTN","23.34"
"1411","GTO","56.91"
"1412","GTR","26.5"
"1413","GTS","35.67"
"1414","GTX","7"
"1415","GTY","33.02"
"1416","GUT","8.17"
"1417","GVA","41.88"
"1418","GVI","114.88"
"1419","GVP","1.46"
"1420","GWB","36.03"
"1421","GWH","18.75"
"1422","GWW","472.93"
"1423","GWX","39.72"
"1424","GXC","109.92"
"1425","GXG","29.965"
"1426","GXO","93.49"
"1427","HAE","74.59"
"1428","HAL","24.69"
"1429","HAP","48.3014"
"1430","HAS","96"
"1431","HBB","19.41"
"1432","HBI","17.99"
"1433","HBM","6.8"
"1434","HBP","8.1"
"1435","HBT","19.09"
"1436","HCA","248.27"
"1437","HCC","22.71"
"1438","HCI","134.71"
"1439","HCM","29.95"
"1440","HDB","71.02"
"1441","HDG","52.9"
"1442","HDV","99.19"
"1443","HEI","145.41"
"1444","HEP","17.65"
"1445","HEQ","12.95"
"1446","HES","82.55"
"1447","HFC","32.97"
"1448","HGH","26.12"
"1449","HGV","54.68"
"1450","HHC","95.18"
"1451","HHH","24.4461"
"1452","HHR","52.27"
"1453","HIE","10.43"
"1454","HIG","71.83"
"1455","HII","194.02"
"1456","HIL","2.16"
"1457","HIO","5.28"
"1458","HIW","47.05"
"1459","HIX","7.22"
"1460","HLF","43.19"
"1461","HLG","29.6"
"1462","HLI","116.47"
"1463","HLT","151.84"
"1464","HLX","4.02"
"1465","HMC","29.7"
"1466","HMG","18.25"
"1467","HMN","40.66"
"1468","HMY","3.63"
"1469","HNI","40.79"
"1470","HNP","19.15"
"1471","HNW","15.7024"
"1472","HOG","38.11"
"1473","HOM","9.925"
"1474","HON","226.06"
"1475","HOV","89.1"
"1476","HPE","15.46"
"1477","HPF","21.94"
"1478","HPI","21.84"
"1479","HPK","14.18"
"1480","HPP","26.58"
"1481","HPQ","31.95"
"1482","HPS","19.72"
"1483","HPX","9.86"
"1484","HQH","25.5"
"1485","HQI","19.81"
"1486","HQL","20.88"
"1487","HQY","68.24"
"1488","HRB","25.24"
"1489","HRC","155.06"
"1490","HRI","193.97"
"1491","HRL","43.21"
"1492","HRT","17.4"
"1493","HSC","15.43"
"1494","HST","18.37"
"1495","HSY","175.39"
"1496","HTA","33.55"
"1497","HTD","24.66"
"1498","HTH","38.07"
"1499","HTY","6.48"
"1500","HUM","453.43"
"1501","HUN","33.73"
"1502","HUT","14.52"
"1503","HVT","32.32"
"1504","HWC","51.81"
"1505","HWM","33.4"
"1506","HXL","62.35"
"1507","HYB","10.26"
"1508","HYD","62.2"
"1509","HYG","87.5"
"1510","HYI","16.45"
"1511","HYS","99.19"
"1512","HYT","12.27"
"1513","HYW","5.7373"
"1514","HZN","7.22"
"1515","HZO","55.25"
"1516","IAA","53.56"
"1517","IAC","145.17"
"1518","IAE","8.55"
"1519","IAF","6.16"
"1520","IAG","3.03"
"1521","IAI","113.62"
"1522","IAK","84.2465"
"1523","IAS","24.44"
"1524","IAT","65.21"
"1525","IAU","34.56"
"1526","IBA","42"
"1527","IBB","156.94"
"1528","IBD","26.1"
"1529","IBM","123.61"
"1530","IBN","20.64"
"1531","IBP","132.65"
"1532","ICD","4.2"
"1533","ICE","136.08"
"1534","ICF","70.72"
"1535","ICL","8.82"
"1536","IDA","105.1"
"1537","IDE","12.15"
"1538","IDN","9.15"
"1539","IDT","56.53"
"1540","IDU","83.5"
"1541","IDV","31.265"
"1542","IDW","3.13"
"1543","IDX","20.2"
"1544","IEA","11.76"
"1545","IEF","115.71"
"1546","IEI","129.81"
"1547","IEO","65.56"
"1548","IEP","57.11"
"1549","IEV","55.6"
"1550","IEX","234.51"
"1551","IEZ","14.8"
"1552","IFF","143.6"
"1553","IFN","22.78"
"1554","IFS","27.5"
"1555","IFV","23.65"
"1556","IGA","10"
"1557","IGC","1.41"
"1558","IGD","6.01"
"1559","IGE","32.54"
"1560","IGF","48.4"
"1561","IGI","21.84"
"1562","IGM","443.3"
"1563","IGN","78.8153"
"1564","IGR","9.28"
"1565","IGT","31.79"
"1566","IGV","439.01"
"1567","IHC","49.5"
"1568","IHD","7.3"
"1569","IHE","194.2988"
"1570","IHF","279.9244"
"1571","IHG","72.91"
"1572","IHI","64.74"
"1573","IHS","16.32"
"1574","IHT","3.92"
"1575","IHY","24.397"
"1576","IIF","27.75"
"1577","III","8.97"
"1578","IIM","16.47"
"1579","IIN","18.67"
"1580","IJH","289.77"
"1581","IJJ","113.27"
"1582","IJK","87.39"
"1583","IJR","120.31"
"1584","IJS","110.76"
"1585","IJT","143.44"
"1586","IKT","2.16"
"1587","ILF","25.27"
"1588","IMH","1.34"
"1589","IMO","33.93"
"1590","IMV","1.65"
"1591","ING","15.3"
"1592","INM","1.47"
"1593","INN","10.54"
"1594","INO","6.69"
"1595","INS","42.77"
"1596","INT","28.34"
"1597","IOO","76.77"
"1598","IOR","12.55"
"1599","IPA","5.94"
"1600","IPB","30.7"
"1601","IPG","36.42"
"1602","IPI","44.8"
"1603","IPO","67.23"
"1604","IPW","2.79"
"1605","IQI","13.2"
"1606","IQM","56.97"
"1607","IQV","247.19"
"1608","IRL","13.02"
"1609","IRM","47.65"
"1610","IRS","4.79"
"1611","IRT","24.5"
"1612","ISD","16.48"
"1613","ISO","14.79"
"1614","ISR","0.66"
"1615","ITA","108.96"
"1616","ITB","74.32"
"1617","ITI","5.46"
"1618","ITM","51.205"
"1619","ITP","0.4105"
"1620","ITQ","9.74"
"1621","ITT","104.02"
"1622","ITW","234.07"
"1623","IUS","39.69"
"1624","IVA","14.35"
"1625","IVC","4.28"
"1626","IVE","154.55"
"1627","IVH","14.24"
"1628","IVR","3.37"
"1629","IVT","24.65"
"1630","IVV","470.4"
"1631","IVW","82.52"
"1632","IVZ","25.98"
"1633","IWB","263.47"
"1634","IWC","156.29"
"1635","IWD","166.78"
"1636","IWF","305.13"
"1637","IWL","112.7"
"1638","IWM","241.81"
"1639","IWN","176.46"
"1640","IWO","325.73"
"1641","IWP","121.54"
"1642","IWR","84.58"
"1643","IWS","122.09"
"1644","IWV","278.12"
"1645","IWX","69.4467"
"1646","IWY","170.95"
"1647","IXC","29.25"
"1648","IXG","83.02"
"1649","IXJ","87.36"
"1650","IXN","62.39"
"1651","IXP","86.61"
"1652","IYC","86.98"
"1653","IYE","31.92"
"1654","IYF","89.03"
"1655","IYG","200.68"
"1656","IYH","287.5"
"1657","IYJ","113.23"
"1658","IYK","189.4451"
"1659","IYM","137.45"
"1660","IYR","110.24"
"1661","IYT","278.24"
"1662","IYW","113.79"
"1663","IYY","117.67"
"1664","IYZ","33.09"
"1665","JAN","6.38"
"1666","JBI","14.29"
"1667","JBK","32.29"
"1668","JBL","65.23"
"1669","JBN","0.597"
"1670","JBR","0.601"
"1671","JBT","165.52"
"1672","JCE","17.22"
"1673","JCI","74.63"
"1674","JCO","8.23"
"1675","JCS","3.7"
"1676","JDD","10.88"
"1677","JEF","43.36"
"1678","JEQ","9.47"
"1679","JFR","10.34"
"1680","JFU","1.44"
"1681","JGH","16"
"1682","JHG","47.8"
"1683","JHI","18.74"
"1684","JHS","15.53"
"1685","JHX","40.96"
"1686","JIB","49.73"
"1687","JIG","80.5729"
"1688","JJA","21.24"
"1689","JJC","21.7981"
"1690","JJE","47.2068"
"1691","JJG","62.844"
"1692","JJM","61.4711"
"1693","JJN","25.3351"
"1694","JJP","63.84"
"1695","JJS","60.935"
"1696","JJT","111.485"
"1697","JJU","53.7559"
"1698","JKS","56.12"
"1699","JLL","267.62"
"1700","JLS","21.24"
"1701","JMM","7.4421"
"1702","JMP","7.7"
"1703","JNJ","163.43"
"1704","JNK","109.3"
"1705","JOB","0.4829"
"1706","JOE","49.61"
"1707","JOF","8.85"
"1708","JPC","9.85"
"1709","JPI","25.65"
"1710","JPM","168.05"
"1711","JPN","33.8472"
"1712","JPS","9.85"
"1713","JPT","25.05"
"1714","JQC","6.6"
"1715","JRE","27.2351"
"1716","JRI","15.79"
"1717","JRO","10.06"
"1718","JRS","11.81"
"1719","JSD","15.3"
"1720","JSM","25.74"
"1721","JTA","11.82"
"1722","JTD","17.21"
"1723","JVA","4.72"
"1724","JWN","32.77"
"1725","JXI","62.1551"
"1726","JXN","27.4"
"1727","KAI","232.84"
"1728","KAR","14.66"
"1729","KBA","46.13"
"1730","KBE","57.56"
"1731","KBH","42.4"
"1732","KBR","43.35"
"1733","KCE","109.62"
"1734","KDP","36.38"
"1735","KEN","42.8"
"1736","KEP","9.94"
"1737","KEX","58.87"
"1738","KEY","23.68"
"1739","KFS","5.54"
"1740","KFY","83.23"
"1741","KGC","6.21"
"1742","KHC","37.84"
"1743","KIE","41.16"
"1744","KIM","24.34"
"1745","KIO","16.8"
"1746","KIQ","0.6652"
"1747","KKR","80.28"
"1748","KLR","11.73"
"1749","KMB","132.23"
"1750","KMF","7.64"
"1751","KMI","16.95"
"1752","KMT","38.55"
"1753","KMX","154.69"
"1754","KNG","55.92"
"1755","KNX","57.64"
"1756","KOD","123.46"
"1757","KOF","54.65"
"1758","KOP","33.45"
"1759","KOR","3.26"
"1760","KOS","3.76"
"1761","KRA","45.73"
"1762","KRC","70.9"
"1763","KRE","74.59"
"1764","KRG","22.11"
"1765","KRO","14.4"
"1766","KRP","15.01"
"1767","KRT","22.99"
"1768","KSA","43.24"
"1769","KSI","9.74"
"1770","KSM","12.49"
"1771","KSS","58.21"
"1772","KSU","308.41"
"1773","KTB","57.79"
"1774","KTF","12.22"
"1775","KTH","33.67"
"1776","KTN","32.54"
"1777","KTP","0.76"
"1778","KWR","270.49"
"1779","KWT","36.1"
"1780","KXI","63.15"
"1781","KYN","8.44"
"1782","KZR","8.54"
"1783","LAC","32.67"
"1784","LAD","328.23"
"1785","LAW","54"
"1786","LAZ","47.92"
"1787","LBC","14.92"
"1788","LBJ","56.2057"
"1789","LCA","9.82"
"1790","LCG","31.9435"
"1791","LCI","2.29"
"1792","LCR","31.7573"
"1793","LDI","6.41"
"1794","LDP","27.21"
"1795","LEA","178.25"
"1796","LEE","20.62"
"1797","LEG","44.15"
"1798","LEN","104.29"
"1799","LEO","8.45"
"1800","LEU","64.2"
"1801","LEV","12.67"
"1802","LFC","8.55"
"1803","LFG","19.13"
"1804","LFT","3.95"
"1805","LGH","45.45"
"1806","LGI","20.66"
"1807","LGL","11.96"
"1808","LGO","11.82"
"1809","LGV","9.96"
"1810","LHC","9.76"
"1811","LHX","223.97"
"1812","LII","302.18"
"1813","LIN","331.99"
"1814","LIT","93.38"
"1815","LIV","28.3546"
"1816","LKQ","57.28"
"1817","LLL","2.89"
"1818","LLY","265"
"1819","LMB","7.03"
"1820","LMT","339.89"
"1821","LNC","72.46"
"1822","LND","4.92"
"1823","LNG","107.82"
"1824","LNN","159.6"
"1825","LNT","56.42"
"1826","LOB","96.64"
"1827","LOV","2.69"
"1828","LOW","235.54"
"1829","LPG","12.81"
"1830","LPI","73.67"
"1831","LPL","8.59"
"1832","LPX","65.7"
"1833","LQD","134.83"
"1834","LRN","36.21"
"1835","LSF","19"
"1836","LSI","130.21"
"1837","LTC","33.83"
"1838","LTH","19.4"
"1839","LTL","51.7052"
"1840","LUB","2.93"
"1841","LUV","52.23"
"1842","LVO","2.39"
"1843","LVS","42.64"
"1844","LXP","14.74"
"1845","LXU","9.15"
"1846","LYB","92.97"
"1847","LYG","2.6"
"1848","LYL","1.62"
"1849","LYV","123.8"
"1850","LZB","36.16"
"1851","MAA","202.35"
"1852","MAC","22.21"
"1853","MAG","20.77"
"1854","MAN","103.11"
"1855","MAR","167.61"
"1856","MAS","64.17"
"1857","MAT","21.73"
"1858","MAV","12.03"
"1859","MAX","16.46"
"1860","MBB","108.13"
"1861","MBI","15.72"
"1862","MBT","9.14"
"1863","MCA","15.86"
"1864","MCB","99.26"
"1865","MCD","254.71"
"1866","MCF","4.11"
"1867","MCG","11.15"
"1868","MCI","16.12"
"1869","MCK","221.69"
"1870","MCN","8.3"
"1871","MCO","387.11"
"1872","MCR","8.6"
"1873","MCS","21.03"
"1874","MCW","19.3"
"1875","MCY","55.4"
"1876","MDB","555.58"
"1877","MDC","51.13"
"1878","MDH","9.9"
"1879","MDP","58.2"
"1880","MDT","122.98"
"1881","MDU","28.82"
"1882","MDY","529.56"
"1883","MEC","17.2"
"1884","MED","222.19"
"1885","MEG","73.4"
"1886","MEI","47.12"
"1887","MET","63.99"
"1888","MFA","4.65"
"1889","MFC","19.59"
"1890","MFD","9.75"
"1891","MFG","2.7"
"1892","MFH","2.94"
"1893","MFL","14.71"
"1894","MFM","7.18"
"1895","MFV","6.9"
"1896","MGA","83.21"
"1897","MGC","166.53"
"1898","MGF","4.28"
"1899","MGI","5.25"
"1900","MGK","260.29"
"1901","MGM","50.37"
"1902","MGP","39.84"
"1903","MGR","27.63"
"1904","MGU","24.06"
"1905","MGV","104.8"
"1906","MGY","20.69"
"1907","MHD","16.705"
"1908","MHF","8.4"
"1909","MHH","19.3"
"1910","MHI","12.33"
"1911","MHK","177"
"1912","MHN","14.73"
"1913","MHO","59.53"
"1914","MIC","3.68"
"1915","MID","61.4562"
"1916","MIG","25.0916"
"1917","MIN","3.61"
"1918","MIO","19.25"
"1919","MIR","11.26"
"1920","MIT","9.75"
"1921","MIY","15.5"
"1922","MJJ","73.0246"
"1923","MJO","81.7857"
"1924","MKC","81.23"
"1925","MKD","0.3515"
"1926","MKL","1312.71"
"1927","MLI","56.42"
"1928","MLM","412.32"
"1929","MLN","21.58"
"1930","MLP","10.49"
"1931","MLR","37.06"
"1932","MMC","161.45"
"1933","MMD","21.43"
"1934","MMI","49.83"
"1935","MMM","181.8"
"1936","MMP","47.93"
"1937","MMS","86.27"
"1938","MMT","6.53"
"1939","MMU","13.41"
"1940","MMX","5.06"
"1941","MNA","32.57"
"1942","MNP","15.73"
"1943","MNR","21.12"
"1944","MOD","11.23"
"1945","MOH","304.18"
"1946","MON","9.755"
"1947","MOO","96.79"
"1948","MOR","11.84"
"1949","MOS","37.35"
"1950","MOV","35.85"
"1951","MPA","15.87"
"1952","MPB","30.4"
"1953","MPC","65.81"
"1954","MPV","14.23"
"1955","MPW","21.09"
"1956","MPX","12.71"
"1957","MQT","14.66"
"1958","MQY","16.28"
"1959","MRC","9.07"
"1960","MRK","81.61"
"1961","MRM","7.07"
"1962","MRO","17.07"
"1963","MSA","153.42"
"1964","MSB","22.29"
"1965","MSC","8.24"
"1966","MSD","9.14"
"1967","MSI","247.44"
"1968","MSM","84.96"
"1969","MSN","1.16"
"1970","MSP","23.66"
"1971","MTA","7.75"
"1972","MTB","155.09"
"1973","MTC","1.62"
"1974","MTD","1518.53"
"1975","MTG","15.77"
"1976","MTH","112.75"
"1977","MTL","3.89"
"1978","MTN","372.51"
"1979","MTP","1.72"
"1980","MTR","6.14"
"1981","MTW","22.18"
"1982","MTX","76.06"
"1983","MTZ","93.84"
"1984","MUA","15.55"
"1985","MUB","116.27"
"1986","MUC","16.02"
"1987","MUE","13.91"
"1988","MUI","15.48"
"1989","MUJ","15.4"
"1990","MUR","28.78"
"1991","MUX","1.12"
"1992","MVF","9.52"
"1993","MVO","8.56"
"1994","MVP","14.8194"
"1995","MVT","15.12"
"1996","MVV","74.15"
"1997","MWA","16.86"
"1998","MXC","12.21"
"1999","MXE","8.88"
"2000","MXF","15.17"
"2001","MXI","89.5"
"2002","MXL","67.61"
"2003","MYC","15.42"
"2004","MYD","14.74"
"2005","MYE","20.7"
"2006","MYI","14.65"
"2007","MYJ","15.72"
"2008","MYN","14.09"
"2009","MYO","10.4"
"2010","MYY","22.3822"
"2011","MZZ","14.88"
"2012","NAC","15.7"
"2013","NAD","15.91"
"2014","NAK","0.4202"
"2015","NAN","14.48"
"2016","NAT","2.34"
"2017","NAZ","16.1"
"2018","NBB","23.0529"
"2019","NBH","15.52"
"2020","NBN","34.13"
"2021","NBO","12.8"
"2022","NBR","102.55"
"2023","NBW","14.17"
"2024","NBY","0.5781"
"2025","NCA","10.43"
"2026","NCR","44"
"2027","NCV","6.39"
"2028","NCZ","5.48"
"2029","NDP","24.11"
"2030","NEA","15.46"
"2031","NEE","85.53"
"2032","NEM","56.36"
"2033","NEN","60.26"
"2034","NEO","41.38"
"2035","NEP","86.32"
"2036","NES","1.99"
"2037","NET","197.26"
"2038","NEU","337.83"
"2039","NEV","15.66"
"2040","NEW","0.66"
"2041","NEX","4.49"
"2042","NFE","29.64"
"2043","NFG","59.32"
"2044","NFH","11.24"
"2045","NFJ","15.86"
"2046","NGC","9.78"
"2047","NGD","1.53"
"2048","NGE","11.07"
"2049","NGG","64.41"
"2050","NGL","2.29"
"2051","NGM","21.44"
"2052","NGS","12.44"
"2053","NHC","76.35"
"2054","NHF","14.66"
"2055","NHI","55.46"
"2056","NHS","13.04"
"2057","NIB","27.92"
"2058","NID","14.96"
"2059","NIE","31.78"
"2060","NIM","10.67"
"2061","NIO","42.29"
"2062","NIQ","14.87"
"2063","NIU","26.15"
"2064","NJR","39.12"
"2065","NKE","177.51"
"2066","NKG","13.56"
"2067","NKX","16.45"
"2068","NLR","56.691"
"2069","NLS","10.35"
"2070","NLY","8.7"
"2071","NMG","8.77"
"2072","NMI","11.52"
"2073","NML","5.47"
"2074","NMM","29.14"
"2075","NMR","4.49"
"2076","NMS","15.2788"
"2077","NMT","15.5"
"2078","NMZ","14.8"
"2079","NNI","85.89"
"2080","NNN","46.81"
"2081","NNY","10.17"
"2082","NOA","16.28"
"2083","NOC","364.37"
"2084","NOG","25.41"
"2085","NOK","5.77"
"2086","NOM","14.9861"
"2087","NOV","14.66"
"2088","NOW","692.01"
"2089","NPK","88.32"
"2090","NPO","100.23"
"2091","NPV","15.92"
"2092","NQP","15.115"
"2093","NRC","49"
"2094","NRG","36.28"
"2095","NRK","13.91"
"2096","NRO","5.07"
"2097","NRP","31.47"
"2098","NRT","8.42"
"2099","NRZ","11.52"
"2100","NSA","62.02"
"2101","NSC","283.9"
"2102","NSL","5.97"
"2103","NSP","121.8"
"2104","NSR","7.19"
"2105","NSS","25.3986"
"2106","NTB","39.28"
"2107","NTG","32.39"
"2108","NTP","23.39"
"2109","NTR","66.96"
"2110","NTZ","17"
"2111","NUE","112.2"
"2112","NUO","16.12"
"2113","NUS","43.94"
